name,book,year,frequency
Franz Bühler,AMZ1848,1848,7
 Agnes,AMZ1848,1848,3
S M der König,AMZ1848,1848,2
F König,AMZ1848,1848,3
von Kotzebue,AMZ1848,1848,33
A von Kotzebue,AMZ1848,1848,7
Die Räuber,AMZ1848,1848,2
Kant sagt,AMZ1848,1848,2
Fetis sagt,AMZ1848,1848,4
S sagt,AMZ1848,1848,2
Bernhard sagt,AMZ1848,1848,2
Kr sagt,AMZ1848,1848,3
n Musikmeister,AMZ1848,1848,2
 Willmann,AMZ1848,1848,3
Joseph Willmann,AMZ1848,1848,2
G Punto,AMZ1848,1848,2
P Berchtold,AMZ1848,1848,2
Mein Gott,AMZ1848,1848,8
Burg ist unser Gott,AMZ1848,1848,2
mein Gott,AMZ1848,1848,2
seinem Euphon,AMZ1848,1848,2
Fried Stein,AMZ1848,1848,5
 Stein,AMZ1848,1848,3
Carl Stein,AMZ1848,1848,6
Kapellmeister Stein,AMZ1848,1848,25
Theodor Stein,AMZ1848,1848,11
D K Stein,AMZ1848,1848,13
Andreas Stein,AMZ1848,1848,4
Stock und Stein,AMZ1848,1848,2
Mechanikus Garbrecht,AMZ1848,1848,3
von Mayer,AMZ1848,1848,4
Simon Mayer,AMZ1848,1848,66
Kapellmeister Mayer,AMZ1848,1848,4
Joseph Mayer,AMZ1848,1848,2
Karl Mayer,AMZ1848,1848,8
Carl Mayer,AMZ1848,1848,33
Ant Mayer,AMZ1848,1848,3
 Mayer,AMZ1848,1848,36
Charles Mayer,AMZ1848,1848,57
D Mayer,AMZ1848,1848,2
n Mayer,AMZ1848,1848,9
Dr Philipp Mayer,AMZ1848,1848,3
Friedrich Mayer,AMZ1848,1848,2
Elvira Mayer,AMZ1848,1848,6
Charlotte Mayer,AMZ1848,1848,3
Karoline Mayer,AMZ1848,1848,9
n Charles Mayer,AMZ1848,1848,3
J P Schmidts,AMZ1848,1848,2
 Bertoni,AMZ1848,1848,2
Ferdinando Bertoni,AMZ1848,1848,2
San Marco,AMZ1848,1848,12
Don Marco,AMZ1848,1848,2
St Marco,AMZ1848,1848,4
Einem Manne,AMZ1848,1848,4
einem Manne,AMZ1848,1848,12
der Manne,AMZ1848,1848,2
dem Manne,AMZ1848,1848,2
Himmel hoch,AMZ1848,1848,4
Pietro Rovelli,AMZ1848,1848,4
Gustav Flügel,AMZ1848,1848,15
 Flügel,AMZ1848,1848,2
Friedrich Hofmeister,AMZ1848,1848,231
Frederic Hofmeister,AMZ1848,1848,7
 Hofmeister,AMZ1848,1848,33
n Friedrich Hofmeister,AMZ1848,1848,9
Adolph Hofmeister,AMZ1848,1848,4
L van Beetho,AMZ1848,1848,3
Peter Lindpaintner,AMZ1848,1848,80
Kapellmeister Lindpaintner,AMZ1848,1848,5
Rochlitz Lindpaintner,AMZ1848,1848,2
Peter Joseph Lindpaintner,AMZ1848,1848,2
KM Lindpaintner,AMZ1848,1848,2
Marschner Lindpaintner,AMZ1848,1848,2
P v Lindpaintner,AMZ1848,1848,7
P V Lindpaintner,AMZ1848,1848,2
MUSIKALISCHE ZEITUNG,AMZ1848,1848,2
LISCHE ZEITUNG,AMZ1848,1848,3
Agnas De,AMZ1848,1848,3
G Tietz,AMZ1848,1848,2
v Corinth,AMZ1848,1848,2
Ludwig Tiek,AMZ1848,1848,2
Joseph Berglinger,AMZ1848,1848,2
Fratze ab,AMZ1848,1848,2
Lind ab,AMZ1848,1848,2
Katharina I,AMZ1848,1848,2
 I,AMZ1848,1848,3
Mozarta I,AMZ1848,1848,2
Zinkeisen I,AMZ1848,1848,2
Nicolaus I,AMZ1848,1848,2
Hil I,AMZ1848,1848,2
n I,AMZ1848,1848,2
IL I,AMZ1848,1848,2
L Massonneau,AMZ1848,1848,3
P Winneberger,AMZ1848,1848,2
Dr A J Becher,AMZ1848,1848,4
Franz Stoll,AMZ1848,1848,6
Julius Emil Leonhard,AMZ1848,1848,17
E Leonhard,AMZ1848,1848,2
n Leonhard,AMZ1848,1848,2
Karl Philipp Emanuel,AMZ1848,1848,4
Philipp Emanuel,AMZ1848,1848,2
Carl Philipp Emanuel,AMZ1848,1848,4
Louis Ferdinand,AMZ1848,1848,11
Prinzen Louis Ferdinand,AMZ1848,1848,9
Prinz Louis Ferdinand,AMZ1848,1848,2
Dr Ferdinand,AMZ1848,1848,4
n Ferdinand,AMZ1848,1848,2
Friedrich Kalkbrenner,AMZ1848,1848,181
n Kalkbrenner,AMZ1848,1848,8
 Kalkbrenner,AMZ1848,1848,24
Moscheles Kalkbrenner,AMZ1848,1848,2
Ritter Kalkbrenner,AMZ1848,1848,2
Fred Kalkbrenner,AMZ1848,1848,2
Arthur Kalkbrenner,AMZ1848,1848,5
de Ron,AMZ1848,1848,2
Marie Antoinette,AMZ1848,1848,3
Glucks Iphigenia,AMZ1848,1848,4
Jean Holzer,AMZ1848,1848,6
 Schicht,AMZ1848,1848,8
Johann Gottfried Schicht,AMZ1848,1848,19
n Jacobi,AMZ1848,1848,2
 Jacobi,AMZ1848,1848,4
Stadtmusikus Jacobi,AMZ1848,1848,3
C Jacobi,AMZ1848,1848,19
G Jacobi,AMZ1848,1848,2
Hieronymus Knicker,AMZ1848,1848,5
Hieronimus Knicker,AMZ1848,1848,2
Simrock Bona,AMZ1848,1848,3
 Zeis,AMZ1848,1848,2
Cark Grenser,AMZ1848,1848,8
Carl Grenser,AMZ1848,1848,7
n Grenser,AMZ1848,1848,2
n C Grenser,AMZ1848,1848,2
Wenzel Pichl,AMZ1848,1848,7
Fr Freystädtler,AMZ1848,1848,2
ER EE,AMZ1848,1848,2
Graf Robert,AMZ1848,1848,4
L Robert,AMZ1848,1848,4
N Robert,AMZ1848,1848,2
C M v We,AMZ1848,1848,3
S Mayers,AMZ1848,1848,3
J F HI Riel,AMZ1848,1848,5
J F Riel,AMZ1848,1848,2
Masikdirector Riel,AMZ1848,1848,2
 Riel,AMZ1848,1848,6
Musikdirector Riel,AMZ1848,1848,18
Friederike Riel,AMZ1848,1848,2
M D Riel,AMZ1848,1848,9
MD Riel,AMZ1848,1848,3
Direetor Gerlach,AMZ1848,1848,2
C Gerlach,AMZ1848,1848,3
Ihr Institut,AMZ1848,1848,2
Hasse Kayser,AMZ1848,1848,2
H E Kayser,AMZ1848,1848,3
Christian Kittel,AMZ1848,1848,5
Johann Christian Kittel,AMZ1848,1848,3
J E Kittel,AMZ1848,1848,2
n Buchhändler,AMZ1848,1848,3
St George,AMZ1848,1848,3
Johann George,AMZ1848,1848,10
me George,AMZ1848,1848,2
 George,AMZ1848,1848,2
Sir George,AMZ1848,1848,2
Ernst Lampert,AMZ1848,1848,6
E L Lampert,AMZ1848,1848,2
Caroline Pichler,AMZ1848,1848,10
Karoline Pichler,AMZ1848,1848,3
E Gebauer,AMZ1848,1848,10
M J Gebauer,AMZ1848,1848,2
F Gebauer,AMZ1848,1848,5
F R Gebauer,AMZ1848,1848,11
Joseph Gebauer,AMZ1848,1848,3
n Gebauer,AMZ1848,1848,2
Franz Xavier Gebauer,AMZ1848,1848,3
Jacopo Peri,AMZ1848,1848,4
S Florenz,AMZ1848,1848,3
Giulio Caceini,AMZ1848,1848,2
Emilio del Cavaliere,AMZ1848,1848,4
mann von Unna,AMZ1848,1848,9
Hermann von Unna,AMZ1848,1848,7
Ri ghini,AMZ1848,1848,3
Musikdirektor Türk,AMZ1848,1848,2
Daniel Gottlob Türk,AMZ1848,1848,12
 Türk,AMZ1848,1848,4
Friedrich von Nostitz,AMZ1848,1848,2
Hr Wenzel,AMZ1848,1848,6
Ed Wenzel,AMZ1848,1848,2
Notenstecher Berlin,AMZ1848,1848,7
Schmalz von Berlin,AMZ1848,1848,2
NACERICHTFE N Berlin,AMZ1848,1848,2
Anton Berlin,AMZ1848,1848,4
NACHRICHTEN N Berlin,AMZ1848,1848,2
K Berlin,AMZ1848,1848,2
 Berlin,AMZ1848,1848,2
Schlesinger Berlin,AMZ1848,1848,13
NACHRICHTE N Berlin,AMZ1848,1848,2
Jedem rühmlichst,AMZ1848,1848,2
von Gottes Thron,AMZ1848,1848,2
Franz Strobach,AMZ1848,1848,2
Karl Philipp,AMZ1848,1848,2
Carl Philipp,AMZ1848,1848,2
Ludwig Philipp,AMZ1848,1848,2
S Philipp,AMZ1848,1848,2
B E Philipp,AMZ1848,1848,19
Musiklehrer Philipp,AMZ1848,1848,2
Dr J C Held,AMZ1848,1848,2
J C Held,AMZ1848,1848,2
Franz Xaver Held,AMZ1848,1848,2
F Held,AMZ1848,1848,2
Caroline Unger,AMZ1848,1848,4
Carlotta Unger,AMZ1848,1848,3
 Unger,AMZ1848,1848,3
Karoline Unger,AMZ1848,1848,5
Karolina Unger,AMZ1848,1848,2
me Campi,AMZ1848,1848,2
Mozarts Figaro,AMZ1848,1848,13
Barbier Figaro,AMZ1848,1848,2
Nuovo Figaro,AMZ1848,1848,2
Prima Donna,AMZ1848,1848,3
Felde zog,AMZ1848,1848,3
nahe an,AMZ1848,1848,2
Fusel an,AMZ1848,1848,3
Karl an,AMZ1848,1848,2
Werkchen an,AMZ1848,1848,2
Joseph an,AMZ1848,1848,2
Gesangmethode an,AMZ1848,1848,2
Professor an,AMZ1848,1848,2
Adelheid an,AMZ1848,1848,2
A W Schlegel,AMZ1848,1848,7
A W von Schlegel,AMZ1848,1848,3
F Schlegel,AMZ1848,1848,2
 Schlegel,AMZ1848,1848,18
Luise Schlegel,AMZ1848,1848,4
Louise Schlegel,AMZ1848,1848,2
und Eunike,AMZ1848,1848,3
Franz Eunike,AMZ1848,1848,2
n Eunike,AMZ1848,1848,5
 Eunike,AMZ1848,1848,28
Johanna Eunike,AMZ1848,1848,6
Lina Eunike,AMZ1848,1848,2
Heinrich Wilhelm Stolze,AMZ1848,1848,46
 Stolze,AMZ1848,1848,2
A W Stolze,AMZ1848,1848,2
einem Juden,AMZ1848,1848,2
vom Hause,AMZ1848,1848,2
Wenzl Hause,AMZ1848,1848,10
Henriette Hause,AMZ1848,1848,2
Wenzel Hause,AMZ1848,1848,3
Joseph Schmitt,AMZ1848,1848,40
N Schmitt,AMZ1848,1848,2
Aloys Schmitt,AMZ1848,1848,143
 Schmitt,AMZ1848,1848,10
C J Schmitt,AMZ1848,1848,2
Fr Schmitt,AMZ1848,1848,2
Kapellmeister Schmitt,AMZ1848,1848,2
Alois Schmitt,AMZ1848,1848,9
Jacob Schmitt,AMZ1848,1848,3
Horrn Schmitt,AMZ1848,1848,2
E A Schmitt,AMZ1848,1848,3
n Aloys Schmitt,AMZ1848,1848,2
n Schmitt,AMZ1848,1848,2
Georg Aloys Schmitt,AMZ1848,1848,2
Deux Duos concertans,AMZ1848,1848,2
Philipp Eman,AMZ1848,1848,2
Max Haller,AMZ1848,1848,3
 Haller,AMZ1848,1848,5
G E Lessing,AMZ1848,1848,3
B Sch,AMZ1848,1848,2
Sein Verdienst,AMZ1848,1848,2
a Hörner Flöte,AMZ1848,1848,2
Maria Theresia,AMZ1848,1848,14
 Pixis,AMZ1848,1848,15
J P Pixis,AMZ1848,1848,50
F P Pixis,AMZ1848,1848,2
Profesasor Pixis,AMZ1848,1848,4
Francilla Pixis,AMZ1848,1848,3
Professor Fr Pixis,AMZ1848,1848,2
Professor Pixis,AMZ1848,1848,3
n Pixis,AMZ1848,1848,2
Carl Holz,AMZ1848,1848,2
Louise Grüneberg,AMZ1848,1848,2
Leo X,AMZ1848,1848,2
Michael Angelo,AMZ1848,1848,3
Michel Angelo,AMZ1848,1848,11
J Alexander,AMZ1848,1848,2
Kaiser Alexander,AMZ1848,1848,4
Carl Alexander,AMZ1848,1848,8
Der Tod Abels,AMZ1848,1848,3
N BO,AMZ1848,1848,2
Fr BO,AMZ1848,1848,10
 Clodius,AMZ1848,1848,6
C A H Clodius,AMZ1848,1848,2
G Schubert,AMZ1848,1848,30
J F Schubert,AMZ1848,1848,6
Franz Schubert,AMZ1848,1848,329
 Schubert,AMZ1848,1848,4
Joseph Schubert,AMZ1848,1848,13
Anton Schubert,AMZ1848,1848,2
n Schubert,AMZ1848,1848,7
Eduard Schubert,AMZ1848,1848,3
Carl Schubert,AMZ1848,1848,5
Ferdinand Schubert,AMZ1848,1848,4
F L Schubert,AMZ1848,1848,98
T L Schubert,AMZ1848,1848,2
L Schubert,AMZ1848,1848,5
me Schubert,AMZ1848,1848,6
Frans Schubert,AMZ1848,1848,9
Vizekonzertmeister Schubert,AMZ1848,1848,3
Thalberg und Schubert,AMZ1848,1848,2
Wilhelm Schubert,AMZ1848,1848,3
Preyer Schubert,AMZ1848,1848,5
Peter Schubert,AMZ1848,1848,2
Ch Schubert,AMZ1848,1848,2
F Z Schubert,AMZ1848,1848,2
Gustav Adolph,AMZ1848,1848,4
 Adolph,AMZ1848,1848,3
Ueber Adolph,AMZ1848,1848,2
Hofrath Döring,AMZ1848,1848,2
D G Döring,AMZ1848,1848,3
Geprg Döring,AMZ1848,1848,5
J F S Döring,AMZ1848,1848,3
M L J Döring,AMZ1848,1848,2
Georg Döring,AMZ1848,1848,8
Moritz Döring,AMZ1848,1848,2
Mr Bruni,AMZ1848,1848,2
v Oesterreich,AMZ1848,1848,2
Rudolph von Oesterreich,AMZ1848,1848,4
Karl Oesterreich,AMZ1848,1848,2
F Rosenberger,AMZ1848,1848,2
E Rosenberger,AMZ1848,1848,2
ER r,AMZ1848,1848,2
Le Breton,AMZ1848,1848,2
n Rey,AMZ1848,1848,2
 Gilbert,AMZ1848,1848,7
Al Gilbert,AMZ1848,1848,2
N BE,AMZ1848,1848,2
E BE,AMZ1848,1848,4
A E Mäller,AMZ1848,1848,3
Iwan Mäller,AMZ1848,1848,2
Elise Mäller,AMZ1848,1848,2
Wenzel Mäller,AMZ1848,1848,10
C F Mäller,AMZ1848,1848,3
Adolph Mäller,AMZ1848,1848,9
Theodor Mäller,AMZ1848,1848,2
C G Mäller,AMZ1848,1848,3
Fr Mäller,AMZ1848,1848,2
n Karl Mäller,AMZ1848,1848,2
Franz P,AMZ1848,1848,2
Pleyel und Dussek,AMZ1848,1848,3
Johann Ludwig Dussek,AMZ1848,1848,44
J Dussek,AMZ1848,1848,3
Beethoven Dussek,AMZ1848,1848,3
Gyrowetz Dussek,AMZ1848,1848,2
 Dussek,AMZ1848,1848,3
D Friedr,AMZ1848,1848,3
Georg Friedr,AMZ1848,1848,2
 Friedr,AMZ1848,1848,6
Musikdirector Friedr,AMZ1848,1848,2
St Michael,AMZ1848,1848,12
The Royal,AMZ1848,1848,2
J Bliesener,AMZ1848,1848,4
Ernst Bliesener,AMZ1848,1848,2
Dr L Spehr,AMZ1848,1848,2
Louin Spehr,AMZ1848,1848,7
Johann Peter Spehr,AMZ1848,1848,5
Fr Hasenbalg,AMZ1848,1848,5
Musikdirector Hasenbalg,AMZ1848,1848,2
Theodor von Haupt,AMZ1848,1848,6
A Haupt,AMZ1848,1848,3
Nicolas Simrock,AMZ1848,1848,144
H Simrock,AMZ1848,1848,10
Bey N Simrock,AMZ1848,1848,7
Carl Simrock,AMZ1848,1848,4
Nicolaus Simrock,AMZ1848,1848,2
d Breslau,AMZ1848,1848,2
S Breslau,AMZ1848,1848,4
Stadttheater zu Breslau,AMZ1848,1848,2
MUSIKALISCHE ZEITOUNG,AMZ1848,1848,2
 Friedemann,AMZ1848,1848,2
B Fritz,AMZ1848,1848,2
H Fritz,AMZ1848,1848,2
Der alte Fritz,AMZ1848,1848,2
Maurice Westphal,AMZ1848,1848,7
Moritz Westphal,AMZ1848,1848,13
Georg Hammer,AMZ1848,1848,10
M Westenholz,AMZ1848,1848,2
Favoritwalzer Westenholz,AMZ1848,1848,5
v Westenholz,AMZ1848,1848,2
 Westenholz,AMZ1848,1848,2
Fredd Westenholz,AMZ1848,1848,2
J Brandt,AMZ1848,1848,2
 Brandt,AMZ1848,1848,10
IM JE,AMZ1848,1848,2
Hy Lemke,AMZ1848,1848,3
Jakob Scheller,AMZ1848,1848,2
n Scheller,AMZ1848,1848,2
Gustav Scheller,AMZ1848,1848,2
Peter Ritter,AMZ1848,1848,8
n Ritter,AMZ1848,1848,4
Kapellmeister Ritter,AMZ1848,1848,3
K A Ritter,AMZ1848,1848,2
Heinrich Ritter,AMZ1848,1848,2
Christoph Ritter,AMZ1848,1848,3
 Ritter,AMZ1848,1848,4
Johann Ritter,AMZ1848,1848,3
A G Ritter,AMZ1848,1848,11
C Th,AMZ1848,1848,4
Digitized by Google Digitized,AMZ1848,1848,2
Labt mich Wein,AMZ1848,1848,2
Theodor Grünberger,AMZ1848,1848,2
 Becker,AMZ1848,1848,33
Minna Becker,AMZ1848,1848,6
Wilhelmine Becker,AMZ1848,1848,2
J C Becker,AMZ1848,1848,2
Emma Becker,AMZ1848,1848,2
Carl Becker,AMZ1848,1848,4
Carl Ferdinand Becker,AMZ1848,1848,112
n Becker,AMZ1848,1848,6
F Becker,AMZ1848,1848,11
Organist Becker,AMZ1848,1848,6
Organisten C F Becker,AMZ1848,1848,2
F W Becker,AMZ1848,1848,3
Organist C F Becker,AMZ1848,1848,4
Julius Becker,AMZ1848,1848,18
Gehrer Becker,AMZ1848,1848,2
n C F Becker,AMZ1848,1848,2
N Becker,AMZ1848,1848,17
n Organisten Becker,AMZ1848,1848,5
S Becker,AMZ1848,1848,2
Wilhelm Becker,AMZ1848,1848,2
J Michel,AMZ1848,1848,4
Vetter Michel,AMZ1848,1848,7
St Michel,AMZ1848,1848,2
A Michel,AMZ1848,1848,2
 Michel,AMZ1848,1848,5
Max u Michel,AMZ1848,1848,2
Franz Michel,AMZ1848,1848,2
n Michel,AMZ1848,1848,2
R Kreuzer,AMZ1848,1848,2
Conradin Kreuzer,AMZ1848,1848,5
Joseph Kreuzer,AMZ1848,1848,2
Konradin Kreuzer,AMZ1848,1848,2
David Traugott Nicolai,AMZ1848,1848,2
Friedrich Nicolai,AMZ1848,1848,3
 Nicolai,AMZ1848,1848,3
Carl Nicolai,AMZ1848,1848,3
n Nicolai,AMZ1848,1848,3
St Nicolai,AMZ1848,1848,6
Gustav Nicolai,AMZ1848,1848,24
Otto Nicolai,AMZ1848,1848,43
J W Wilmes,AMZ1848,1848,3
Alex Rolla,AMZ1848,1848,18
Anton Rolla,AMZ1848,1848,3
Heinrich Gugel,AMZ1848,1848,10
n Gebrüder Gugel,AMZ1848,1848,2
Joseph Gugel,AMZ1848,1848,4
 Recensionen,AMZ1848,1848,2
August Bergt,AMZ1848,1848,12
 Bergt,AMZ1848,1848,7
Karl Withetm Ulbricht,AMZ1848,1848,2
H C Steub,AMZ1848,1848,2
Otto Jahn,AMZ1848,1848,3
Friedrich Jahn,AMZ1848,1848,4
Wild aus Cassel,AMZ1848,1848,2
S Cassel,AMZ1848,1848,2
von Apell,AMZ1848,1848,4
Friedrich August Kanne,AMZ1848,1848,24
n Kanne,AMZ1848,1848,2
St Lubin,AMZ1848,1848,8
Lcon de St Lubin,AMZ1848,1848,2
Leon de St Lubin,AMZ1848,1848,11
Leon de Saint Lubin,AMZ1848,1848,4
C G Mühle,AMZ1848,1848,4
Papier Stich,AMZ1848,1848,4
Bertha Stich,AMZ1848,1848,2
Clara Stich,AMZ1848,1848,7
Klara Stich,AMZ1848,1848,3
Kain und Abel,AMZ1848,1848,3
Musikdirectors Abel,AMZ1848,1848,2
Amadeus Abel,AMZ1848,1848,2
n Minister,AMZ1848,1848,2
Der französische Minister,AMZ1848,1848,2
 Sächs,AMZ1848,1848,17
K Sächs,AMZ1848,1848,4
Gennaro Simoni,AMZ1848,1848,2
Merr Mendel,AMZ1848,1848,2
S H Mendel,AMZ1848,1848,7
J Mendel,AMZ1848,1848,14
n Mendel,AMZ1848,1848,3
n Grafen,AMZ1848,1848,19
Fr Leopold Grafen,AMZ1848,1848,2
n Leopold Grafen,AMZ1848,1848,2
Paul Wranizky,AMZ1848,1848,2
 Wranizky,AMZ1848,1848,2
Franz Reinhard,AMZ1848,1848,2
Baron Rudolph,AMZ1848,1848,4
Erzherzog Rudolph,AMZ1848,1848,7
C F Rudolph,AMZ1848,1848,2
Carlo Conti,AMZ1848,1848,3
 Reuther,AMZ1848,1848,10
Bildhauer Maler,AMZ1848,1848,2
Pastor Franke,AMZ1848,1848,2
Oberbürgermeister Franke,AMZ1848,1848,2
 Franke,AMZ1848,1848,4
Leopold Franke,AMZ1848,1848,3
S Franke,AMZ1848,1848,2
Haupilehrer Franke,AMZ1848,1848,2
Hauptlehrer Franke,AMZ1848,1848,2
Joseph Büttner,AMZ1848,1848,2
Johannes Miksch,AMZ1848,1848,2
Wilhelm Rothe,AMZ1848,1848,4
F W Rothe,AMZ1848,1848,4
 Schmalz,AMZ1848,1848,2
Carl IV von Spanien,AMZ1848,1848,3
Bey uns,AMZ1848,1848,4
Häser uns,AMZ1848,1848,2
Sey uns,AMZ1848,1848,4
Kössling liess uns,AMZ1848,1848,3
Verfasser uns,AMZ1848,1848,2
D Martin Luthers,AMZ1848,1848,5
 Mathilde,AMZ1848,1848,2
Frederic Berr,AMZ1848,1848,12
 Berr,AMZ1848,1848,4
 Courant,AMZ1848,1848,4
F A Gerbert,AMZ1848,1848,3
Abt Gerbert,AMZ1848,1848,2
Heinrieh Brod,AMZ1848,1848,5
N ovember,AMZ1848,1848,2
L Hanstein,AMZ1848,1848,2
 Herrmann,AMZ1848,1848,3
C F Herrmann,AMZ1848,1848,3
Carl Schall,AMZ1848,1848,6
Klaus Schall,AMZ1848,1848,2
petite Flate,AMZ1848,1848,3
M Ein,AMZ1848,1848,2
Unsers braven Webers,AMZ1848,1848,2
Anselm Webers,AMZ1848,1848,13
Carl Maria von Webers,AMZ1848,1848,20
von Webers,AMZ1848,1848,7
B A Webers,AMZ1848,1848,3
Gottfried Webers,AMZ1848,1848,9
M v Webers,AMZ1848,1848,5
Cebrüder Webers,AMZ1848,1848,2
Karl Maria von Webers,AMZ1848,1848,5
Julius Cäsar,AMZ1848,1848,4
Ein Capriccio,AMZ1848,1848,3
W Wöhler,AMZ1848,1848,3
Gotthard Wöhler,AMZ1848,1848,2
A Lauer,AMZ1848,1848,2
Baron v Lauer,AMZ1848,1848,2
 Berlios,AMZ1848,1848,2
Hektor Berlios,AMZ1848,1848,6
Hector Berlios,AMZ1848,1848,3
Johannes Gabrieli,AMZ1848,1848,7
G Gabrieli,AMZ1848,1848,2
 Gabrieli,AMZ1848,1848,2
Andrea Gabrieli,AMZ1848,1848,2
und Mad,AMZ1848,1848,40
n und Mad,AMZ1848,1848,3
 Mad,AMZ1848,1848,2
C mol,AMZ1848,1848,2
Anton Bohrer,AMZ1848,1848,35
Gebrüder Bohrer,AMZ1848,1848,2
Max Bohrer,AMZ1848,1848,33
Brüdern Bohrer,AMZ1848,1848,2
Louise Bohrer,AMZ1848,1848,2
 Bohrer,AMZ1848,1848,7
Sophie Bohrer,AMZ1848,1848,11
F Semler,AMZ1848,1848,4
F Beyer,AMZ1848,1848,13
P Gregor,AMZ1848,1848,6
S Gregor,AMZ1848,1848,15
Notker Balbulus,AMZ1848,1848,2
P Schönfeld,AMZ1848,1848,2
Charles Schönfeld,AMZ1848,1848,4
Carl Schönfeld,AMZ1848,1848,3
Adolph Martin Schlesinger,AMZ1848,1848,14
Maurice Schlesinger,AMZ1848,1848,21
Bey Schlesinger,AMZ1848,1848,2
David Schlesinger,AMZ1848,1848,12
Ad Mt Schlesinger,AMZ1848,1848,13
n Schlesinger,AMZ1848,1848,8
Moritz Schlesinger,AMZ1848,1848,8
Mt Schlesinger,AMZ1848,1848,5
Gieb mir,AMZ1848,1848,3
Reinhard Keiser,AMZ1848,1848,3
Seidler Möser,AMZ1848,1848,2
n Möser,AMZ1848,1848,6
Concertm Möser,AMZ1848,1848,12
Ch Möser,AMZ1848,1848,3
Concertmeister Möser,AMZ1848,1848,13
Concertmeisters Möser,AMZ1848,1848,6
Carl Möser,AMZ1848,1848,3
Ries Möser,AMZ1848,1848,2
Musikdireetor Möser,AMZ1848,1848,7
Musikdirector Möser,AMZ1848,1848,9
M D Möser,AMZ1848,1848,7
Musikdirector C Möser,AMZ1848,1848,2
MD Möser,AMZ1848,1848,9
 Möser,AMZ1848,1848,2
n MD Möser,AMZ1848,1848,2
Musikdirektor C Möser,AMZ1848,1848,2
August Möser,AMZ1848,1848,10
Antonie Adamberger,AMZ1848,1848,2
Joseph Frank,AMZ1848,1848,2
Melchior Frank,AMZ1848,1848,2
Eduard Frank,AMZ1848,1848,5
Dr Frank,AMZ1848,1848,3
n Frank,AMZ1848,1848,4
H Frank,AMZ1848,1848,2
Baum der Diana,AMZ1848,1848,8
Josquin Desprez,AMZ1848,1848,2
Jean Paul,AMZ1848,1848,42
Jeau Paul,AMZ1848,1848,2
Gottdank als Paul,AMZ1848,1848,2
St Paul,AMZ1848,1848,4
 Paul,AMZ1848,1848,18
Wilhelm Paul,AMZ1848,1848,36
Johann Paul,AMZ1848,1848,2
wilhelm Paul,AMZ1848,1848,4
F X Hausmann,AMZ1848,1848,2
n Hausmann,AMZ1848,1848,3
Georg Hausmann,AMZ1848,1848,2
 Schwarz,AMZ1848,1848,2
von Hof,AMZ1848,1848,2
 Hof,AMZ1848,1848,4
Friedrich Hof,AMZ1848,1848,10
C W Ramler,AMZ1848,1848,4
Archangelo Corelli,AMZ1848,1848,2
Vater Corelli,AMZ1848,1848,2
Daniel Bernoulli,AMZ1848,1848,4
Charlotte Veltheim,AMZ1848,1848,10
Fr Veltheim,AMZ1848,1848,2
Gebrüdern Krause,AMZ1848,1848,5
Carl Krause,AMZ1848,1848,2
Dr Krause,AMZ1848,1848,2
 Krause,AMZ1848,1848,2
Ida Krause,AMZ1848,1848,3
J H Krause,AMZ1848,1848,2
n Krause,AMZ1848,1848,2
n Wort,AMZ1848,1848,2
Fr Drexel,AMZ1848,1848,8
Hr Deny Leporello,AMZ1848,1848,2
n Persuis,AMZ1848,1848,2
Nork sich,AMZ1848,1848,2
Beneincasa sich,AMZ1848,1848,2
ER D,AMZ1848,1848,6
G D,AMZ1848,1848,3
Mittag Morgen,AMZ1848,1848,2
Franz Wirth,AMZ1848,1848,2
Carl Wirth,AMZ1848,1848,4
Padre Davide,AMZ1848,1848,2
Konzertmeisters Friedrichs,AMZ1848,1848,2
Johann Friedrichs,AMZ1848,1848,2
der Kunstliebe,AMZ1848,1848,2
Giuseppe Nicolini,AMZ1848,1848,3
Vinzenz Maschek,AMZ1848,1848,3
A Maschek,AMZ1848,1848,4
 Nicolo,AMZ1848,1848,2
S Luigi,AMZ1848,1848,2
W Haake,AMZ1848,1848,10
 Haake,AMZ1848,1848,2
n W Haake,AMZ1848,1848,4
Gottfried Hermann,AMZ1848,1848,3
 Hermann,AMZ1848,1848,6
Fr Traugott Rohleder,AMZ1848,1848,2
Leopold Reinicke,AMZ1848,1848,2
Te Deum,AMZ1848,1848,12
Balletmeister Titus,AMZ1848,1848,2
n Kantor,AMZ1848,1848,2
Christian Ehregott Weinlig,AMZ1848,1848,2
C T Weinlig,AMZ1848,1848,4
Theodor Weinlig,AMZ1848,1848,12
n Seydelmann,AMZ1848,1848,3
Ottavio Pinelli,AMZ1848,1848,5
Willhelm Tell,AMZ1848,1848,6
Wilhelm Tell,AMZ1848,1848,152
 Tell,AMZ1848,1848,19
Schillers Tell,AMZ1848,1848,3
Guillaume Tell,AMZ1848,1848,10
Guglielmo Tell,AMZ1848,1848,5
 Bayer,AMZ1848,1848,4
Alois Bayer,AMZ1848,1848,4
Rudolph Bayer,AMZ1848,1848,2
Czern y,AMZ1848,1848,5
 Baumeister,AMZ1848,1848,2
 Majestät,AMZ1848,1848,2
Sr Majestät,AMZ1848,1848,13
n Kurz,AMZ1848,1848,2
me Grassini,AMZ1848,1848,2
Julius Stern,AMZ1848,1848,25
W Stern,AMZ1848,1848,3
Theophil Stern,AMZ1848,1848,2
